CustomerID,CustomerName,Segment,Region,SignupDate,LoyaltyTier
C00466,Liam Khan,Consumer,North,2021-02-15,Silver
C00467,Amira Singh,Consumer,West,2021-09-01,Bronze
C00468,Sam Taylor,Consumer,South,2021-04-26,Gold
C00469,Emily Chen,Enterprise,South,2023-09-17,Silver
C00470,Grace Ali,Enterprise,West,2023-11-13,None
C00471,Oliver Singh,Small Business,East,2025-08-01,Silver
C00472,Liam Martin,Consumer,West,2025-12-14,None
C00473,Maya Martin,Consumer,West,2024-12-23,Gold
C00474,Grace Thomas,Small Business,South,2024-02-06,Gold
C00475,Liam Patel,Small Business,West,2025-05-18,Bronze
C00476,Daniel Thomas,Small Business,North,2023-10-12,Silver
C00477,Maya Martin,Enterprise,North,2021-03-16,Silver
C00478,Oliver Martin,Enterprise,West,2019-08-22,Bronze
C00479,Aisha Wilson,Small Business,East,2022-05-25,Bronze
C00480,Fatima Thomas,Consumer,South,2019-07-22,Silver
C00481,Emily Wilson,Consumer,West,2020-04-08,Gold
C00482,Alex Davies,Small Business,North,2021-08-25,None
C00483,Sam Khan,Small Business,West,2022-05-27,Bronze
C00484,Alex Patel,Enterprise,South,2020-11-14,None
C00485,Robin Evans,Enterprise,Central,2021-03-16,Gold
C00486,Alex Martin,Enterprise,West,2019-08-03,None
C00487,Sofia Brown,Consumer,Central,2019-05-10,Gold
C00488,Priya Taylor,Consumer,West,2019-02-06,None
C00489,Sam Walker,Small Business,South,2024-08-08,None
C00490,Liam Patel,Small Business,Central,2021-07-17,Gold
C00491,Sam Khan,Consumer,North,2020-09-25,None
C00492,Alex Johnson,Enterprise,North,2025-07-07,Gold
C00493,Emily Davies,Consumer,Central,2019-03-17,None
C00494,Oliver Thomas,Enterprise,South,2019-05-12,None
C00495,Aisha Ahmed,Small Business,South,2023-02-16,Bronze
C00496,Morgan Walker,Small Business,Central,2019-04-23,None
C00497,Liam Ahmed,Consumer,South,2021-02-26,None
C00498,Morgan Brown,Consumer,North,2022-11-13,Bronze
C00499,Priya Walker,Enterprise,South,2022-09-20,Bronze
C00500,Grace Wright,Small Business,West,2019-04-24,Gold
C00501,Robin Ali,Enterprise,South,2022-09-27,Silver
C00502,Robin Davies,Consumer,North,2025-09-04,Gold
C00503,Morgan Khan,Enterprise,North,2023-08-24,Bronze
C00504,Amira Evans,Enterprise,North,2021-05-01,Silver
C00505,Fatima Ali,Enterprise,Central,2025-11-18,Gold
C00506,Daniel Martin,Consumer,West,2023-02-26,Bronze
C00507,Emily Wilson,Consumer,North,2024-10-24,None
C00508,Daniel Brown,Small Business,Central,2025-11-24,None
C00509,Alex Ahmed,Consumer,Central,2024-08-06,Gold
C00510,Maya Wilson,Small Business,East,2021-07-22,None
C00511,Liam Ali,Consumer,West,2019-02-22,Bronze
C00512,Alex Davies,Enterprise,East,2022-06-14,Gold
C00513,Oliver Walker,Enterprise,Central,2024-05-03,None
C00514,Daniel Chen,Enterprise,Central,2024-11-19,Silver
C00515,Sam Patel,Small Business,East,2020-11-02,None
C00516,Emily Davies,Enterprise,West,2020-03-28,Gold
C00517,Grace Chen,Small Business,South,2021-12-03,Bronze
C00518,Maya Johnson,Enterprise,North,2023-03-05,None
C00519,Liam Wright,Small Business,West,2024-11-07,Silver
C00520,Maya Martin,Consumer,West,2019-04-02,Gold
C00521,Fatima Johnson,Consumer,Central,2023-05-06,None
C00522,Oliver Wilson,Consumer,North,2020-01-19,Gold
C00523,Maya Ali,Enterprise,Central,2024-12-08,Bronze
C00524,Aisha Walker,Consumer,South,2023-06-07,Bronze
C00525,Priya Chen,Small Business,West,2019-02-19,None
C00526,Liam Ali,Small Business,Central,2022-02-09,None
C00527,Sam Ahmed,Consumer,Central,2025-07-09,Bronze
C00528,Robin Singh,Consumer,South,2021-07-24,Gold
C00529,Oliver Martin,Small Business,West,2019-10-02,Silver
C00530,Robin Evans,Enterprise,West,2023-09-02,Gold
C00531,Daniel Singh,Consumer,West,2024-04-22,Silver
C00532,Alex Johnson,Consumer,North,2023-01-25,Silver
C00533,Grace Thomas,Small Business,East,2023-08-06,Bronze
C00534,Aisha Martin,Small Business,East,2020-01-17,Bronze
C00535,Sofia Taylor,Small Business,East,2020-03-09,Silver
C00536,Alex Johnson,Small Business,East,2022-05-06,None
C00537,Liam Wright,Enterprise,South,2020-12-05,Silver
C00538,Noah Chen,Small Business,West,2025-04-10,Gold
C00539,Fatima Martin,Enterprise,West,2024-06-27,Gold
C00540,Noah Singh,Small Business,Central,2022-09-12,Silver
C00541,Priya Wilson,Consumer,North,2021-07-07,Silver
C00542,Morgan Johnson,Small Business,North,2019-02-16,None
C00543,Sam Singh,Enterprise,Central,2019-10-25,Gold
C00544,Robin Martin,Consumer,Central,2025-02-24,Bronze
C00545,Sofia Brown,Small Business,Central,2022-04-03,Silver
C00546,Emily Johnson,Small Business,North,2025-05-06,Bronze
C00547,Grace Evans,Consumer,Central,2025-03-17,Silver
C00548,Daniel Singh,Consumer,South,2024-05-17,Silver
C00549,Liam Patel,Small Business,West,2022-09-16,None
C00550,Maya Chen,Enterprise,South,2020-06-01,Bronze
C00551,Amira Wilson,Small Business,Central,2025-12-23,None
C00552,Morgan Davies,Consumer,East,2022-04-16,Bronze
C00553,Emily Evans,Small Business,Central,2021-06-23,None
C00554,Alex Chen,Enterprise,East,2020-10-15,None
C00555,Alex Wright,Enterprise,Central,2019-08-18,Bronze
C00556,Daniel Thomas,Small Business,West,2022-04-11,Gold
C00557,Liam Brown,Enterprise,Central,2025-08-06,None
C00558,Liam Thomas,Enterprise,East,2019-08-28,Bronze
C00559,Sam Ahmed,Consumer,South,2023-03-07,Gold
C00560,Amira Patel,Enterprise,East,2021-09-15,Silver
C00561,Alex Ali,Enterprise,Central,2023-07-12,Gold
C00562,Aisha Ahmed,Consumer,East,2021-11-15,Gold
C00563,Sam Davies,Enterprise,West,2024-12-08,Gold
C00564,Fatima Johnson,Small Business,East,2024-10-03,Silver
C00565,Sofia Walker,Small Business,East,2023-11-12,Gold
C00566,Amira Singh,Consumer,West,2021-05-25,Silver
C00567,Liam Taylor,Small Business,North,2024-06-15,Bronze
C00568,Daniel Johnson,Enterprise,Central,2023-06-03,Gold
C00569,Maya Evans,Enterprise,North,2022-09-11,Silver
C00570,Sofia Evans,Consumer,West,2019-10-18,None
C00571,Priya Taylor,Small Business,East,2022-09-01,Silver
C00572,Fatima Walker,Enterprise,East,2019-08-05,Silver
C00573,Maya Brown,Consumer,Central,2022-04-22,Silver
C00574,Amira Evans,Enterprise,South,2019-08-05,Gold
C00575,Robin Ahmed,Small Business,Central,2020-12-06,None
C00576,Sofia Walker,Enterprise,Central,2025-11-25,Bronze
C00577,Amira Davies,Small Business,East,2025-05-09,Bronze
C00578,Sofia Ali,Consumer,East,2022-04-16,None
C00579,Sofia Davies,Small Business,North,2020-09-17,Bronze
C00580,Noah Brown,Small Business,East,2024-09-12,None
C00581,Sam Ali,Consumer,Central,2020-12-01,Gold
C00582,Sofia Chen,Enterprise,South,2021-10-20,Silver
C00583,Morgan Martin,Consumer,East,2025-01-04,Gold
C00584,Fatima Patel,Enterprise,South,2025-07-23,Silver
C00585,Emily Taylor,Small Business,West,2024-04-05,None
C00586,Amira Khan,Small Business,South,2025-02-07,Bronze
C00587,Maya Brown,Small Business,Central,2025-01-27,Bronze
C00588,Sam Chen,Enterprise,West,2019-04-22,Silver
C00589,Emily Martin,Small Business,East,2022-03-07,Gold
C00590,Amira Thomas,Consumer,East,2023-03-16,Gold
C00591,Morgan Khan,Enterprise,South,2019-05-13,Gold
C00592,Fatima Chen,Small Business,East,2024-02-27,Gold
C00593,Sam Wilson,Consumer,East,2024-07-02,Gold
C00594,Fatima Wilson,Consumer,South,2019-08-23,Bronze
C00595,Amira Taylor,Small Business,South,2019-11-09,Gold
C00596,Daniel Khan,Small Business,West,2019-10-16,Gold
C00597,Amira Brown,Small Business,South,2025-09-19,Gold
C00598,Priya Wilson,Small Business,South,2024-10-01,None
C00599,Grace Johnson,Enterprise,North,2020-11-14,Bronze
C00600,Grace Walker,Small Business,Central,2023-11-20,Bronze
C00601,Maya Singh,Enterprise,West,2025-03-11,None
C00602,Aisha Walker,Small Business,Central,2023-01-23,Gold
C00603,Amira Singh,Consumer,South,2021-11-05,Silver
C00604,Fatima Wilson,Small Business,Central,2025-11-06,None
C00605,Maya Walker,Consumer,West,2019-03-24,Gold
C00606,Maya Davies,Enterprise,North,2023-06-19,Bronze
C00607,Amira Martin,Consumer,West,2019-09-23,Silver
C00608,Grace Walker,Small Business,West,2020-01-20,None
C00609,Oliver Johnson,Small Business,East,2023-11-24,None
C00610,Alex Wright,Small Business,Central,2024-12-23,Bronze
C00611,Liam Johnson,Enterprise,East,2022-09-05,Silver
C00612,Morgan Brown,Enterprise,East,2023-07-15,Bronze
C00613,Aisha Johnson,Consumer,West,2020-11-16,Silver
C00614,Noah Taylor,Small Business,West,2022-06-09,Silver
C00615,Sofia Chen,Small Business,North,2022-04-08,Gold
C00616,Emily Wilson,Consumer,East,2025-03-23,Gold
C00617,Alex Thomas,Consumer,East,2021-03-10,Gold
C00618,Noah Thomas,Consumer,Central,2025-05-24,Silver
C00619,Emily Patel,Consumer,West,2023-06-11,Bronze
C00620,Grace Ali,Enterprise,East,2025-11-13,None
C00621,Robin Brown,Enterprise,North,2025-01-24,Bronze
C00622,Sam Wright,Consumer,North,2024-04-28,Bronze
C00623,Priya Taylor,Enterprise,North,2019-04-28,None
C00624,Oliver Wright,Enterprise,North,2020-02-05,Bronze
C00625,Oliver Brown,Small Business,East,2025-02-28,None
C00626,Sofia Martin,Consumer,South,2022-05-02,Gold
C00627,Sam Khan,Enterprise,South,2021-06-27,Gold
C00628,Priya Davies,Consumer,South,2025-05-09,Bronze
C00629,Sofia Wilson,Enterprise,West,2021-05-28,Gold
C00630,Aisha Chen,Enterprise,East,2019-09-03,Gold
C00631,Sofia Brown,Consumer,Central,2025-08-09,Bronze
C00632,Sofia Johnson,Consumer,East,2019-12-04,Silver
C00633,Robin Evans,Small Business,North,2021-12-07,Silver
C00634,Fatima Davies,Small Business,Central,2021-04-25,Gold
C00635,Sofia Ahmed,Small Business,West,2025-03-11,Bronze
C00636,Maya Brown,Enterprise,West,2025-10-16,Gold
C00637,Sofia Singh,Enterprise,West,2022-08-14,Gold
C00638,Emily Evans,Consumer,South,2022-10-03,Bronze
C00639,Liam Ahmed,Consumer,Central,2025-06-22,Silver
C00640,Alex Ali,Consumer,North,2019-12-10,Gold
C00641,Sofia Taylor,Enterprise,Central,2019-02-21,Silver
C00642,Amira Thomas,Consumer,North,2023-10-02,None
C00643,Liam Brown,Consumer,South,2022-06-11,Gold
C00644,Oliver Chen,Small Business,West,2025-01-27,None
C00645,Robin Johnson,Small Business,Central,2025-11-06,Gold
C00646,Alex Thomas,Consumer,East,2020-09-24,Bronze
C00647,Sofia Thomas,Small Business,West,2020-03-08,Silver
C00648,Noah Wilson,Consumer,South,2019-09-19,None
C00649,Aisha Khan,Enterprise,North,2022-05-11,Gold
C00650,Sofia Ahmed,Consumer,South,2024-10-13,Silver
C00651,Grace Ali,Enterprise,South,2025-04-26,Bronze
C00652,Amira Wright,Enterprise,East,2022-04-14,Bronze
C00653,Noah Evans,Small Business,West,2019-07-03,Gold
C00654,Sam Evans,Small Business,Central,2024-01-13,Gold
C00655,Emily Chen,Enterprise,South,2025-06-26,Silver
C00656,Alex Chen,Small Business,North,2019-12-07,Bronze
C00657,Robin Khan,Consumer,East,2022-09-10,Silver
C00658,Grace Thomas,Consumer,Central,2020-05-08,Bronze
C00659,Grace Davies,Enterprise,South,2025-12-07,None
C00660,Oliver Ahmed,Enterprise,South,2025-12-13,Silver
C00661,Aisha Davies,Consumer,South,2020-04-13,None
C00662,Fatima Walker,Enterprise,Central,2024-06-05,Gold
C00663,Noah Patel,Small Business,West,2022-03-01,Bronze
C00664,Maya Evans,Enterprise,South,2020-12-12,Bronze
C00665,Morgan Davies,Small Business,North,2020-03-01,None
C00666,Liam Walker,Consumer,West,2023-11-28,None
C00667,Fatima Thomas,Consumer,Central,2024-01-22,None
C00668,Liam Singh,Small Business,Central,2022-09-09,Gold
C00669,Sofia Khan,Enterprise,South,2021-10-24,Gold
C00670,Alex Brown,Consumer,West,2020-01-16,Bronze
C00671,Sam Wilson,Consumer,East,2024-07-05,Bronze
C00672,Grace Wilson,Small Business,East,2021-11-25,Bronze
C00673,Grace Wright,Enterprise,South,2024-07-02,Silver
C00674,Liam Johnson,Consumer,North,2022-01-08,Bronze
C00675,Morgan Walker,Consumer,North,2023-04-07,Gold
C00676,Sam Taylor,Small Business,South,2019-08-23,None
C00677,Aisha Thomas,Consumer,East,2024-04-01,Silver
C00678,Robin Davies,Consumer,East,2020-12-13,Silver
C00679,Robin Johnson,Small Business,North,2023-12-07,Bronze
C00680,Priya Martin,Small Business,North,2024-04-13,Bronze
C00681,Noah Evans,Small Business,North,2025-04-11,Bronze
C00682,Sam Thomas,Consumer,South,2025-09-02,Bronze
C00683,Daniel Khan,Enterprise,East,2021-09-19,Silver
C00684,Grace Chen,Consumer,West,2022-10-27,None
C00685,Oliver Patel,Enterprise,North,2022-01-01,Gold
C00686,Oliver Davies,Enterprise,Central,2022-11-26,Gold
C00687,Noah Chen,Small Business,West,2021-01-09,Bronze
C00688,Liam Ali,Small Business,North,2025-01-07,Silver
C00689,Oliver Martin,Enterprise,West,2021-06-04,None
C00690,Emily Ahmed,Consumer,Central,2023-12-16,Silver
C00691,Sofia Khan,Enterprise,South,2022-09-06,Gold
C00692,Emily Wright,Enterprise,East,2023-09-01,Silver
C00693,Morgan Chen,Consumer,South,2020-09-05,None
C00694,Grace Ahmed,Enterprise,South,2022-05-08,Silver
C00695,Aisha Singh,Enterprise,South,2022-10-20,Gold
C00696,Morgan Wright,Enterprise,South,2025-03-19,Bronze
C00697,Daniel Patel,Enterprise,West,2020-04-21,Bronze
C00698,Grace Wilson,Small Business,Central,2020-03-05,None
C00699,Sam Singh,Consumer,South,2023-09-11,Gold
C00700,Liam Thomas,Enterprise,South,2021-12-14,Silver
C00701,Fatima Patel,Enterprise,West,2019-01-26,None
C00702,Emily Davies,Small Business,North,2020-06-03,Silver
C00703,Sam Khan,Enterprise,North,2024-03-02,Bronze
C00704,Daniel Brown,Enterprise,North,2021-02-11,Bronze
C00705,Sofia Walker,Small Business,East,2023-03-24,None
C00706,Emily Wright,Small Business,South,2025-01-17,Gold
C00707,Sofia Ahmed,Small Business,West,2023-07-24,Gold
C00708,Liam Evans,Enterprise,Central,2025-08-03,Bronze
C00709,Emily Singh,Enterprise,North,2023-04-03,Silver
C00710,Sofia Evans,Enterprise,South,2019-07-04,None
C00711,Maya Thomas,Small Business,North,2020-11-05,Bronze
C00712,Morgan Patel,Enterprise,North,2025-04-05,Bronze
C00713,Emily Chen,Enterprise,East,2020-01-11,None
C00714,Sofia Thomas,Small Business,West,2020-06-23,Bronze
C00715,Grace Wilson,Small Business,Central,2022-03-19,Silver
C00716,Morgan Walker,Small Business,Central,2021-10-25,None
C00717,Robin Davies,Small Business,Central,2023-09-21,Silver
C00718,Alex Johnson,Small Business,East,2020-01-15,Bronze
C00719,Alex Brown,Enterprise,North,2025-06-06,Silver
C00720,Alex Wright,Enterprise,North,2022-08-07,Silver
C00721,Morgan Wright,Enterprise,East,2025-09-13,Bronze
C00722,Amira Ahmed,Consumer,East,2021-06-27,Bronze
C00723,Priya Walker,Enterprise,Central,2023-01-27,Silver
C00724,Sam Davies,Consumer,East,2024-12-02,None
C00725,Noah Wilson,Consumer,North,2024-12-04,Gold
C00726,Sam Wilson,Small Business,East,2023-08-15,Gold
C00727,Priya Ali,Small Business,South,2022-09-12,Gold
C00728,Priya Ali,Consumer,South,2023-01-26,Bronze
C00729,Grace Davies,Enterprise,South,2023-06-15,None
C00730,Noah Evans,Enterprise,East,2022-06-14,None
C00731,Priya Taylor,Enterprise,North,2025-07-08,Silver
C00732,Fatima Thomas,Enterprise,South,2024-10-05,None
C00733,Robin Singh,Enterprise,East,2022-10-22,None
C00734,Alex Singh,Enterprise,South,2020-06-21,Silver
C00735,Aisha Singh,Small Business,Central,2024-11-14,Silver
C00736,Liam Evans,Consumer,West,2024-01-25,Silver
C00737,Grace Evans,Enterprise,South,2024-09-06,Gold
C00738,Robin Ali,Enterprise,Central,2022-02-03,Bronze
C00739,Sam Ali,Small Business,North,2025-06-08,Bronze
C00740,Aisha Khan,Small Business,East,2024-04-26,Bronze
C00741,Maya Wright,Consumer,West,2025-04-14,Gold
C00742,Aisha Johnson,Enterprise,West,2019-09-28,Silver
C00743,Emily Singh,Enterprise,East,2022-05-06,None
C00744,Sam Walker,Enterprise,North,2023-01-27,Gold
C00745,Priya Walker,Small Business,Central,2025-02-13,Silver
C00746,Sofia Brown,Small Business,South,2024-04-20,Bronze
C00747,Noah Chen,Consumer,South,2024-12-28,Gold
C00748,Sam Walker,Enterprise,North,2024-08-10,Bronze
C00749,Robin Wilson,Consumer,North,2019-12-08,None
C00750,Alex Khan,Small Business,North,2024-11-08,None
C00751,Fatima Walker,Consumer,East,2020-11-19,Bronze
C00752,Daniel Chen,Enterprise,North,2021-12-08,Bronze
C00753,Noah Brown,Enterprise,Central,2024-11-11,Bronze
C00754,Emily Brown,Consumer,North,2019-02-15,Silver
C00755,Sam Ahmed,Enterprise,South,2019-03-16,Bronze
C00756,Fatima Brown,Consumer,East,2024-02-19,Gold
C00757,Amira Ahmed,Enterprise,Central,2023-04-12,None
C00758,Morgan Davies,Small Business,South,2025-09-27,Gold
C00759,Morgan Taylor,Enterprise,East,2019-04-07,Bronze
C00760,Priya Thomas,Small Business,Central,2025-10-07,Bronze
C00761,Alex Patel,Consumer,North,2021-01-11,None
C00762,Robin Chen,Enterprise,North,2019-12-28,Silver
C00763,Morgan Taylor,Consumer,West,2019-10-15,Gold
C00764,Liam Chen,Small Business,South,2022-08-12,None
C00765,Priya Ali,Consumer,East,2025-03-14,None
C00766,Fatima Evans,Consumer,Central,2023-03-18,Silver
C00767,Aisha Khan,Small Business,North,2020-09-15,Gold
C00768,Priya Wright,Enterprise,Central,2020-12-13,Gold
C00769,Daniel Johnson,Consumer,West,2019-02-05,Gold
C00770,Morgan Brown,Enterprise,West,2024-07-22,Silver
C00771,Sam Taylor,Enterprise,Central,2019-06-16,None
C00772,Priya Johnson,Enterprise,West,2021-12-10,None
C00773,Sam Singh,Enterprise,North,2020-08-07,Gold
C00774,Alex Wright,Consumer,Central,2019-09-01,None
C00775,Daniel Wright,Enterprise,North,2020-08-09,Gold
C00776,Noah Brown,Small Business,East,2024-11-23,Silver
C00777,Fatima Khan,Consumer,South,2022-11-18,Gold
C00778,Daniel Evans,Enterprise,Central,2023-08-23,Silver
C00779,Noah Evans,Consumer,West,2025-04-19,Gold
C00780,Alex Khan,Small Business,West,2020-06-12,Bronze
C00781,Sam Wilson,Small Business,East,2021-02-19,Bronze
C00782,Sam Evans,Small Business,Central,2023-09-08,None
C00783,Sofia Taylor,Small Business,South,2023-09-22,Gold
C00784,Maya Ali,Small Business,West,2024-06-12,Silver
C00785,Grace Chen,Small Business,West,2021-03-26,Gold
C00786,Maya Patel,Small Business,West,2020-05-09,Gold
C00787,Maya Ali,Enterprise,Central,2025-07-02,Gold
C00788,Alex Evans,Consumer,Central,2021-06-26,Gold
C00789,Oliver Walker,Enterprise,North,2020-02-04,Silver
C00790,Sofia Martin,Small Business,East,2025-10-19,None
C00791,Fatima Thomas,Small Business,Central,2024-11-06,Silver
C00792,Maya Thomas,Small Business,South,2021-10-19,None
C00793,Alex Patel,Small Business,East,2024-05-12,Bronze
C00794,Daniel Davies,Consumer,West,2021-02-21,Silver
C00795,Aisha Walker,Enterprise,South,2025-10-05,Silver
C00796,Emily Wright,Enterprise,Central,2019-08-09,Bronze
C00797,Amira Wright,Small Business,West,2019-08-04,None
C00798,Noah Walker,Enterprise,North,2020-03-21,Gold
C00799,Daniel Chen,Consumer,North,2023-02-06,Gold
C00800,Maya Taylor,Small Business,West,2020-02-05,None
C00801,Alex Chen,Small Business,South,2025-11-23,Silver
C00802,Amira Wilson,Consumer,North,2020-08-20,Bronze
C00803,Emily Martin,Enterprise,Central,2023-10-22,None
C00804,Maya Brown,Small Business,East,2019-01-11,Bronze
C00805,Oliver Singh,Consumer,Central,2019-08-12,Silver
C00806,Grace Khan,Small Business,South,2022-12-10,Bronze
C00807,Fatima Singh,Small Business,West,2025-01-18,Gold
C00808,Daniel Singh,Small Business,East,2025-01-24,Bronze
C00809,Aisha Wright,Consumer,East,2023-06-01,Silver
C00810,Noah Walker,Small Business,East,2019-08-06,Silver
C00811,Priya Brown,Small Business,Central,2021-08-23,None
C00812,Noah Johnson,Small Business,Central,2020-09-04,None
C00813,Morgan Ahmed,Small Business,Central,2020-06-02,None
C00814,Alex Davies,Enterprise,South,2020-10-16,None
C00815,Aisha Taylor,Small Business,West,2025-04-17,Bronze
C00816,Morgan Thomas,Enterprise,East,2023-05-21,None
C00817,Grace Johnson,Small Business,West,2021-12-05,Bronze
C00818,Morgan Thomas,Consumer,North,2022-05-12,Bronze
C00819,Priya Wright,Enterprise,Central,2020-06-14,None
C00820,Sam Brown,Consumer,West,2024-03-23,Silver
C00821,Fatima Brown,Enterprise,Central,2020-10-09,Bronze
C00822,Robin Ahmed,Small Business,North,2020-04-18,Bronze
C00823,Oliver Singh,Small Business,North,2020-09-11,None
C00824,Robin Ahmed,Enterprise,Central,2022-03-09,Bronze
C00825,Morgan Chen,Consumer,West,2022-10-19,Silver
C00826,Noah Ahmed,Consumer,North,2020-03-22,Gold
C00827,Noah Wilson,Enterprise,East,2025-12-09,Gold
C00828,Liam Davies,Consumer,West,2019-03-26,Gold
C00829,Amira Davies,Small Business,West,2021-05-21,None
C00830,Emily Singh,Enterprise,East,2021-07-06,Bronze
C00831,Robin Evans,Consumer,East,2023-06-18,Silver
C00832,Amira Taylor,Consumer,West,2020-11-03,Bronze
C00833,Morgan Wright,Small Business,North,2019-04-06,Gold
C00834,Alex Davies,Small Business,East,2022-09-28,Silver
C00835,Liam Ahmed,Consumer,North,2021-10-28,Gold
C00836,Sofia Khan,Enterprise,East,2023-08-05,Gold
C00837,Grace Wilson,Enterprise,Central,2019-06-03,None
C00838,Sofia Ahmed,Consumer,Central,2025-10-01,None
C00839,Emily Davies,Enterprise,North,2025-12-06,Bronze
C00840,Fatima Evans,Consumer,West,2022-11-02,Bronze
C00841,Daniel Ahmed,Consumer,North,2024-03-19,None
C00842,Liam Wilson,Small Business,East,2023-10-27,None
C00843,Liam Chen,Small Business,West,2023-02-13,Gold
C00844,Alex Martin,Small Business,East,2022-09-17,Silver
C00845,Grace Thomas,Small Business,Central,2019-04-12,Gold
C00846,Sam Thomas,Enterprise,West,2021-07-06,Silver
C00847,Daniel Johnson,Enterprise,South,2022-11-05,Gold
C00848,Liam Walker,Consumer,West,2021-01-09,Gold
C00849,Robin Martin,Consumer,West,2021-08-06,Bronze
C00850,Maya Johnson,Enterprise,North,2020-07-25,Silver
C00851,Noah Wilson,Consumer,West,2020-02-28,Silver
C00852,Fatima Patel,Small Business,Central,2024-10-13,Bronze
C00853,Fatima Martin,Enterprise,Central,2019-06-01,None
C00854,Fatima Ali,Enterprise,West,2020-06-01,Silver
C00855,Robin Khan,Enterprise,North,2025-02-24,Bronze
C00856,Daniel Davies,Enterprise,West,2025-07-05,None
C00857,Noah Walker,Enterprise,East,2025-07-06,Silver
C00858,Sofia Evans,Consumer,Central,2019-06-07,None
C00859,Grace Ahmed,Consumer,South,2023-06-28,Gold
C00860,Sofia Taylor,Consumer,West,2025-09-07,Bronze
C00861,Daniel Ahmed,Enterprise,South,2022-11-11,Silver
C00862,Aisha Khan,Small Business,Central,2024-09-02,None
C00863,Sam Davies,Enterprise,Central,2024-11-25,Gold
C00864,Sam Martin,Consumer,Central,2025-07-09,Gold
C00865,Alex Evans,Enterprise,Central,2024-08-11,Gold
C00866,Oliver Johnson,Enterprise,North,2020-01-19,None
C00867,Fatima Khan,Small Business,North,2023-10-07,Silver
C00868,Robin Thomas,Small Business,West,2022-03-20,Gold
C00869,Morgan Ahmed,Small Business,South,2024-07-09,Silver
C00870,Priya Singh,Small Business,East,2025-05-03,None
C00871,Robin Brown,Small Business,South,2019-07-03,Gold
C00872,Emily Evans,Enterprise,North,2019-09-17,Gold
C00873,Grace Chen,Small Business,South,2022-07-17,Bronze
C00874,Maya Martin,Small Business,North,2019-04-04,None
C00875,Noah Khan,Small Business,West,2022-03-19,None
C00876,Priya Singh,Small Business,Central,2022-09-24,Bronze
C00877,Morgan Patel,Consumer,West,2021-12-25,Gold
C00878,Amira Thomas,Consumer,Central,2021-02-07,Silver
C00879,Robin Davies,Consumer,North,2019-10-16,Bronze
C00880,Oliver Khan,Enterprise,Central,2022-10-05,Silver
C00881,Robin Patel,Consumer,East,2025-04-01,Gold
C00882,Noah Patel,Consumer,East,2020-03-23,Silver
C00883,Liam Johnson,Enterprise,East,2023-12-15,Bronze
C00884,Grace Brown,Enterprise,North,2025-06-26,Silver
C00885,Sam Wilson,Consumer,Central,2021-07-09,Bronze
C00886,Sam Chen,Consumer,South,2023-08-23,Silver
C00887,Sam Evans,Enterprise,West,2021-06-19,Gold
C00888,Aisha Thomas,Consumer,East,2020-12-10,Gold
C00889,Alex Chen,Consumer,East,2025-01-03,None
C00890,Robin Khan,Small Business,South,2022-04-04,None
C00891,Morgan Martin,Consumer,South,2022-08-08,Gold
C00892,Aisha Ali,Consumer,West,2021-04-12,Silver
C00893,Sofia Martin,Small Business,West,2019-04-04,Silver
C00894,Emily Wilson,Small Business,North,2024-11-10,Gold
C00895,Aisha Martin,Consumer,South,2023-11-27,None
C00896,Daniel Khan,Enterprise,North,2025-06-24,Gold
C00897,Aisha Walker,Consumer,South,2025-04-12,None
C00898,Morgan Patel,Enterprise,South,2025-01-23,Silver
C00899,Oliver Martin,Small Business,Central,2019-12-18,None
C00900,Priya Evans,Consumer,West,2021-02-03,Silver
C00901,Sofia Patel,Enterprise,East,2023-03-05,Bronze
C00902,Maya Taylor,Enterprise,Central,2019-03-18,Bronze
C00903,Fatima Wilson,Small Business,West,2024-03-10,Bronze
C00904,Maya Chen,Enterprise,East,2021-10-13,None
C00905,Noah Ali,Consumer,East,2022-09-26,Gold
C00906,Maya Singh,Consumer,North,2024-06-22,Silver
C00907,Alex Wright,Small Business,Central,2021-02-15,Silver
C00908,Sofia Singh,Small Business,South,2024-01-27,None
C00909,Morgan Taylor,Consumer,Central,2025-09-13,Silver
C00910,Emily Ali,Consumer,North,2025-01-23,None
C00911,Aisha Johnson,Enterprise,Central,2020-05-24,Bronze
C00912,Sofia Wilson,Enterprise,North,2023-12-11,None
C00913,Priya Wilson,Consumer,Central,2022-05-22,Bronze
C00914,Noah Brown,Enterprise,South,2025-08-05,Gold
C00915,Morgan Chen,Enterprise,Central,2025-03-07,Gold
C00916,Liam Patel,Small Business,North,2025-08-07,None
C00917,Maya Ahmed,Small Business,Central,2024-05-07,Bronze
C00918,Morgan Walker,Consumer,East,2025-02-03,Bronze
C00919,Aisha Brown,Enterprise,West,2020-02-25,None
C00920,Maya Wilson,Consumer,South,2024-11-26,Silver
C00921,Fatima Walker,Small Business,East,2024-06-11,None
C00922,Daniel Walker,Consumer,West,2025-12-15,Gold
C00923,Fatima Ali,Small Business,South,2020-11-06,Gold
C00924,Oliver Chen,Consumer,East,2025-06-14,Bronze
C00925,Emily Wilson,Small Business,North,2022-01-02,Gold
C00926,Sofia Johnson,Consumer,Central,2020-07-04,Bronze
C00927,Daniel Brown,Consumer,West,2024-08-28,Silver
C00928,Emily Ahmed,Small Business,North,2023-11-21,None
C00929,Morgan Thomas,Small Business,South,2025-06-11,Bronze
